dataset,alpha,group,point,lower,upper,true_mean,penalized_mean,covers_true_mean,covers_penalized_mean
12,0.0,0,0.2415289713596928,0.0688645490795215,0.38440271394970105,0.2,0.2,true,true
12,0.0,1,1.014347031902981,0.8455616447243962,1.1504467482063363,1.0,1.0,true,true
12,0.01,0,0.2572264242521131,0.08853916323193399,0.3957237917840032,0.2,0.2153846153846154,true,true
12,0.01,1,1.0002391944933375,0.8359958513455847,1.1344827470746084,1.0,0.9846153846153847,true,true
12,0.3,0,0.46382593755690854,0.3430187361650227,0.5901077719580654,0.2,0.4181818181818182,false,true
12,0.3,1,0.8145611508902935,0.695761936318026,0.9443124817025962,1.0,0.7818181818181817,false,true
13,0.0,0,0.19806192809898904,0.0525754707356481,0.3171770644045974,0.2,0.2,true,true
13,0.0,1,1.0535753971598874,0.8624326678136719,1.2533932004581483,1.0,1.0,true,true
13,0.01,0,0.21319756736479883,0.07031390203728152,0.33011977861955555,0.2,0.2153846153846154,true,true
13,0.01,1,1.0355673008071353,0.8476438100166293,1.2311595050443607,1.0,0.9846153846153847,true,true
13,0.3,0,0.4118926040131378,0.3093267094241313,0.5141469899178733,0.2,0.4181818181818182,false,true
13,0.3,1,0.7991637170576518,0.6539882649228014,0.9408465109872192,1.0,0.7818181818181817,false,true
14,0.0,0,0.22511686696023658,0.0788756862341032,0.38848834550293,0.2,0.2,true,true
14,0.0,1,0.935353356631122,0.7787134835960854,1.1118536410061313,1.0,1.0,true,true
14,0.01,0,0.23859545310375996,0.09625045611571699,0.3982907501481094,0.2,0.2153846153846154,true,true
14,0.01,1,0.9215104843756114,0.7700024559665555,1.091775993977501,1.0,0.9846153846153847,true,true
14,0.3,0,0.41625049477695286,0.31986000709542917,0.52824959225382,0.2,0.4181818181818182,false,true
14,0.3,1,0.7390539550896295,0.6467445557594994,0.8422574077691358,1.0,0.7818181818181817,false,true
15,0.0,0,0.036397013020551316,-0.13707094046363408,0.2044548351335986,0.2,0.2,true,true
15,0.0,1,1.1026289886017846,0.9536693690589819,1.245172330751178,1.0,1.0,true,true
15,0.01,0,0.05623919096184904,-0.11340429290864329,0.21935282596933312,0.2,0.2153846153846154,true,true
